call_id,file_name,language,transcript,detected_lang,duration_sec,process_time
CALL-1023,call_12.mp3,hindi,"समवात 12, कोल 12, उदास, माली, अदवान्स्ट, साइबर, सेक्योरती, साइबर, सेक्योरती, सलूटिन्स, लेंठ, नो एक्स चेंज, बिक्री प्रतिनेदी, स्वेता गुड अप्तर नुन सर, मैं साइबर शिएड, सोलूटिन्स से स्वेता बात कर रही हूँ. क्या मेरी बात आइटी हेड मनीश जी से हो रही है? समवावित ग्राहक, मनीश जी नमसकार, हा मैं मनीश बोल रहा हूँ. कहीए, बिक्री प्रतिनेदी, स्वेता मनीश सर, हम कमपनीो के सरवर और देटा को रैंसम वेर और हैकिन से बचाने के लिए अंडटूएं सेक्योरती प्रवाइट करते हैं? क्या मैं आपकी कमपनी के करन्ट सेटब के बारे में जान सकती हूँ? समभावित ग्राहक मनीश श्वेताजी, हमारे पास आलरेटी क्विक्प्रोटेक्ट का अंटरप्राइस प्लन चल रहा है, और हमारी सारी फायर वाल उनहीके तुम मैनेजद हैं. हमें अभी किसी नहीं वेंडर की जरूरत नहीं है. भिक्री प्रतिनदी, श्वेता बहुत बड़िया सर क्विक्प्रोटेक्ट अच्छा ब्राँन्द है. लेकिन क्या आप जानते हैं कि पिच्ले महीने आए नैं मालवेर को वो डितेक्ट नहीं कर पारहा है. हमारा सिस्टम एएई बीस्ट है, जो 0-day attacks को भी रोक ता है. सम्हावित ग्राध, मनीच देखिये. हमारा उनके साथ तीन साल का कुन्ट्रक्त है, और अभी वो साल बागी है. बिच में वेंडर चेंज करना हमारे लिए पोसिबल नहीं है बिक्री प्रतिनदिए श्वेता मैं समच सकती हूसर हम आप अप की मोजुदा वेंडर को रिपलेस करने के लिए नहीं कह रहे बलकी एक एक अडिषनल सिक्ष्ट्टी लेर के रूप में पन्द्रह दिनका फ्री पालाट रन अफर कर रहे है सम्वावित ग्राहक मनीश अभी हमारे पास नहीं सुवट्वेर को टेस्ट करने का ताएं नहीं है आप एक काम कर ये अपना ब्रोशर मेरी E-mail ईडिए पर ड्रोप कर दीजीए अगर कभी जरुरत लगी तो हम खुद रीच आव्ट करेंगे दिक्री प्रतिने दिछ, श्वेता जी जरूर सर मैं E-mail बेज देती हुँ कीमती समवै देने के लिए द्हनिवाद अथ विवरन अबज्च्छन इग्सिस्टिं सर विस प्रवाइडर, वर्तमान सेवा प्रदाता बता सक्रिय अनुबंद सेंटिमेंट नुट्रल, ततस्त, रिस्क लेवल, मेट्यम, मद्यम",hi,0,66.2
CALL-1024,call_13.mp3,hindi,"समवाद 13, कोल 13, उदास, माली, अनलाईं, कोटिंग, खाँजिज़, अनलाईं, कोटिंग, फार किटच, लेंठ नाउ एक्स चेझज, दिक्री प्रतिनदि, पुजा नमस्ते मैं, मैं, जून्यर, कोडर, एकेट्मी से पुजा बात कर रही हूँ. क्या मेरी बात आरव की मदर से हो रही है? समवावित ग्राहक, आरव की माहा, मैं, बोल रही हूँ. बताये कहा से फोन किया है? बिक्री प्रतिनदि, पुजा मैं, हमारी एकेट्मी चेसे पन्द्रह साल के बच्छों को गें देवल्लप्मेंट और कोडिंग सिखाती है, जिस से उनकी लोगिकल ठिंकिंग बड़ती है. आरव के लिये हमने एक फ्री कोडिंग ख्लास शेड्डिल की है. समबहावित ग्राहक, आरव की मानही नहीं, मुझे इन सब चीजो में कोई अई अईट्रेस्ट नहीं है. आजकल फोन पर आजी बहुत्सी फेग ख्लासेस वाले आते हैं, और बाद में हाजारों रुपाए का कोर्स चिपका देते हैं. अनलाईं पड़ाई पर मुझे कोई भरोसा नहीं है. बिक्री प्रतिनदी पूजा मैंज आपकी चिंता बिलकुल जायस है. लेकिन हमारी एकटमी मिनिस्ट्री अफ एजुकेषन से मानियता प्राझथ है, अर हमारी लाइप खलासेस में पेरेंस भी साथ बैट सकते हैं ताकि आप खुड देक सकें कि बच्चा क्या सीक रहा है. समवावित ग्राहक आरव की मा अरे नहीं भाई मुझे पता है. बाद में आप लोग रोस फोन कर के परिशान करते हो. मुझे अपने बच्चे का सक्रीं ताएम और नहीं बड़ाना है, वो वैसे ही फोन में लगा रहता है. भिक्री प्रतिनदी पुजा मैंग, हमारी खलासेस केवल विकेंड पर एक गंते की होती हैं, जो बहुत क्रीटिव होती हैं. समहावित ग्राहक आरव की मां मुझे बहेस नहीं करनी है. मैंने कह दिया नहीं की मुझे नहीं चाहीं. प्लीज मेरा नमबर अपनी लिस्ट से हता दीजी ए, और दोबारा फोन मत करीगा. भिक्री प्रतिनदि, पुजा थीक है, मैं, परिशान करने के लिए माफी चाहती हूँ. अंत विवरन, अबज्च्छन प्रस्ट कनसर्न, विश्वास की कमी बता अनलाईं फ्रोट काडर, सेंटिमेंत नेगेटिव नकारात्मक, रिस्ट लेवल, हाई उच्चट,",hi,0,40.9
CALL-1025,call_14.mp3,hindi,"समवाद 14, कोल 14, उदास, माईली HR-peirole Management Software, HR-peirole Software. लेंठ 10, एक श्चेंज. भिक्री प्रतिनिदि, रोहित नमस्कार सर, मैं पेमास्टर तेख से रोहित बात कर रहा हूँ. क्या मेरी बात अपरेशन्स हेज संजीट जी से हो रही है? समबहावित ग्राहक संजीट हा, संजीट बोल रहा हूँ. बताये रोहित जी, क्या बात है? भिक्री प्रतिनिदि, रोहित सर, हमारा साअझ्टवेर कंपनीो में ठाईज की अटेंटेंस, लीव और सैलरी प्रोसेसिं को पुरी तरह अतोमिटिक कर देता है. इस से हर महीने होने बाली पेरोल की गलतिया कहत्म हो जाती है. समबहावित ग्राहक संजीट सोफ्ट्वेर तो काम का लगरा है, किंकि हमारे यहा मैनिवल एक सेल में काफी टाईन जाता है. लेकिन दिक्कत यहा है कि हमारे सारे बड़े दिसीजन्स बोड अफ्ट्डीरेक्तर्स और सीएो सर लेते है. मैं इस पर अकेले हा नहीं कहे सकता. बिकरी प्रतिनदि, रोहित बिलकुल संजीट सर कोरपोरेत में यह बिलकुल सही प्रोसेस है. क्या हम इस थर सडे को आपके सीएो सर और आपके साथ एक संखषिप्त दस मिनड्ट की जुम मीटिंग रक सकते है. जहां मैं उनहे इसका लाईव रिटरन अन इनवेस्टमिंट, आरोहाई दिखा सकु. समबहावित ग्राहक संजीट इस गुरुवार को तो सर अब अप टाउन है. एक काम कर यह आप मुझे इस सुअझ्ट्वेर की एक के स्टडी और कमर्षिल प्रपोसल भेज दीजीए, ताकी मैं अपकमिं मंडे की अन्टरनल मिटिंग में इसे उनके सामने रक सकु. बिक्री प्रतिनिदि रोहित बहुत बड़िया सर. मैं आज ही प्रपोसल डाफ्ट कर के आपकी मेल पर सेंट कर देता हू. क्या मैं मुझे शाम को आपको कौल कर सकता हू यह जानने के लिए की मैंनजमिट का क्या रिस्पौंस रहा? सम्हावित ग्राहक संजीत हा मुझे शाम को चार बजे के बाद आप मुझे कुल कर सकते हैं. तब तक मीटिंग कहत्म हो जाएगी. बिक्री प्रतिनिदि रोहित निष्चित रोप से सर. अपना समय देने के लिए बहुत-भहुत धन्यवाद. सम्हावित ग्राहक संजीत दन्यवाद रोहित जी. अंत विवरन अबजेक्ष्शिन नीध अप्रुवल फ्रुम मैनज्छ्मेंट प्रबंदन से मन्जूरी की आवश्षकता. संटिमेंट पोजटिव सकार आत्मक रिस्च लेवल्ख लोओ कम.",hi,0,43.1
CALL-1026,call_15.mp3,hindi,"समवाद पन्द्र, कोल पन्द्र, उदास, समाईली कमर्ष्यल प्रप्र्टी अन्वेस्ट्मेट, कमर्ष्यल रियाईस्टेट. लेंथ नाउ एक्स चेंज. भिक्री प्रतिनिदि, दीपक नमस्कार सर, मैं स्काईलाईन रेल्टर्स से दीपक बात कर रहा हू. क्या मेरी बात नितिन जी से हो रही है? सम्हावित ग्राहक नितिन हा, नितिन बोल रहा हू. कही ए दीपक जी? भिक्री प्रतिनिदि, दीपक नितिन सर, नोएडा सेक्तर बासट्फ में हमारा एक नया कमर्ष्यल प्रट्यक्त आया है, जहा आप को एश्वोड रिटरन और पहले दिन से लीज रेंट मिलना शुरू हो जाएगा. इन्वेस्ट मिंट केवल प्चीस लाग से शुरू है. समवावित ग्राहक, नितिन प्रोजेक्त तो थीक है दीपक जी, और मैं प्रोपर्टी में इनवेस्ट करना भी चाहता हूँ. लेकिन सच बताओ तो अभी शेर मरकेट और मेरे अपने बिसनिस में काफी पैसा ब्लोक है. मुझे तोडा वक्त चाहिये कम से कम तो से तीन महीने. बिक्री प्रतिनदी दीपक सर मैं आपकी सिटूएशन समच्छ सकता हूँ. लेकिन अभी प्रीलाउंचिन अफर चर रहा है, जिस में रेट्स काफी कम है. अगर आप तीन महीने बाद आएंगे, तो प्रती स्क्वायर फीट डाम कम से कम पन्दरह परसेंट बडजाएंगे. समवावित ग्राहक, नितिन वह बाथ तो ठीक है, पर बिना लिक्विड केषके मैं कमिट नहीं कर सकता. अभी जल्द भाजी में दिसीजन लेना मेरे लिए तीक नहीं होगा. मुझे थोडा रुकना ही पडेगा. बिक्री प्रतिनदी दीपक छीक है, नितिन सर, मैं आपकी बाथ का सम्मान करता हूँ. क्या मैं सितंटंबर के पहले हवते में आपको दोबारा कोल करूँ, जब आपका फन्स थोडा फ्री होगाई. सम्हावित ग्राहक नितिन हा, सितंटंबर में आप मुझे फोँन कर सकते है. तब तक मेरी एक एख्डी भी मैच्योर होने एग, तो मैं बहतर पोजीशन में रहुँगा. दिक्री प्रतिनदी दीपक बहुत-बहुत दन्यवाध सर, मैं सितंटंबर में आप से समपर करूँँगा. आपका दिन शुग हो. अंत विवरन अबजेक्षन नीद मोर ताएम अदिक समय की आवष्षकता बता फुंड भ्लोक होने कारन. संटिमेंट नुट्रल तटस्त रिस्क लेवल मेट्यम मद्यम",hi,0,46.2
CALL-1027,call_16.mp3,hindi,"समवाद 16 कोर 16 उदास माईली वेरहाूस लोजिस्टिक्स सर्विसेस वेरहाूस लोजिस्टिक्स. लेंथ 10 एक्स चेंज बिक्री प्रतिनिदि करन नमसकार सर मैं लोजिस्टिक प्रोसे करन बोल रहा हूँ. क्या मेरी बात एकोमर्स ऊनर विवेक जी से हो रही है? समवावित ग्राहक विवेक हा भाई विवेक बोल रहा हूँ. जल्दी बोलिए मैं थोडा भिजी हूँ. बिक्री प्रतिनिदि करन सर हमारी कमपनी दिल्ली एंसी आर में मोडरन वेरहाूसिंग और तीं पी ल, तीं पी ल, लोजिस्टिक्स सर्विस देती है, समवावित ग्राहक विवेक देखो भाई, हमारे पास आल्रेटी अपना खुद का गोडाम है, और हमारे अपने लडके डिलीवरी का काम समभाल रही है. हमारा सिस्टम सालो से सेट है, हमें किसी बाहरी सर्विस की जरुरक नहीं है. बिक्री प्रतिनिदि, करन सर, कुडके गोडाम में फिक्स्ट रेंट और लिपर का सिर्गर्द हमेशा रहता है. हमारे साथ जुरने से आपको सर्फ उतनी ही जगगे का पैसा देना होगा, जितना आपका स्टोक है. अपने लगकों पर भरोसा रहता है, तरड पार्टी वाले पैकेट्स को देते है, या दिलीवरी लेट करते है. मेरा पुराना सिस्टम ही मेरे लिए बेस्ट है. बिक्री प्रतिनिदि, करन सर, हम एक अप आपका साथ बाहरी जंजत नहीं जाही. अपने लगकों पर भरोसा रहता है, तरड पार्टी वाले पैकेट्स को देते है, या दिलीवरी लेट करते है. मेरा पुराना सिस्टम ही मेरे लिए बेस्ट है. बिक्री प्रतिनिदि, करन सर, हम एक सो परसेंट अप इंशुरेंस, अप विवेक यार जब एक बार बोल दिया, कि मुझे कोई अई अई अई अई अई अई अई अई बार बार वही बात क्यों बोल रहे हो. मेरा ताएम मत विस्ट करो. फों रख हो अग. बिक्री प्रतिनिदि, करन खेद है सर, अप विवरन, अबज्छ्छन इग्सिस्टिंच सर विस्ट प्रवाइडर बता इनहाँस सेटाप, स्वयांका सेटाप बता बदलाव का विरोद. संटिमेंट नेगेटिव नकारात्मक. रिस्क लेवल, हाई उच्चट, अप विवरन, अप ज्च्छन इगसिस्टिंच सर विस्ट प्रवाइडर बता इनहाँस सेटाप, स्वयांका सेटाप बता बदलाव का विरोद. संटिमेंट नेगेटिव नकारात्मक. रिस्क लेवल, हाई उच्चट,",hi,0,38.3
CALL-1028,call_17.mp3,hindi,"समवाद सत्रह, काल सत्रह, उदास, माली, जिम, अंद, वलनिस, करपोरेट, मेंबर्षिप, करपोरेट, जिम, मेंबर्षिप. लेंठ नाउ एक्स चेंज. भिक्री प्रतिनिदी, किरन, गुड, मार्णिंग, सर, मैं, गोल्ट्स, फिटनिस से किरन बात कर रही हूं. क्या मेरी बात एद्मिन मैनेजर राकेष जी से हो रही है? समहावित ग्राहक, राकेष गुड मुर्डिंग, हा मैं राकेष बोल रहा हूं. बताये किरन जी. भिक्री प्रतिनिदी, किरन, सर, हम आपकी कम्पनी के करमचारियों के लिए एक स्पेष्छल कोरपोरेट वैलनिस प्रोग्राम लेकर आए हैं. जिस में आपके आम्प्लोइच को हमारी सभी ब्राईचेच पर जिम मेंबर्षिप पर पचास परसेंट का दिसकाूंट मिलेगा. समहावित ग्राहक, राकेश अफर तो अच्छा है, किरन जी, हमारे आम्प्लोइच भी फितनेस अक्टिविटीस के लिए पुचते रहते हैं. लेकिन कमपनी का इस साल का वेल्फेर बजध आल्रेटी फ्रीस होचुका है. हम एकस्त्रा फ्रन्ट एलोकेट नहीं कर पाएंगे. भिक्री प्रतिनिदी किरन राकेश सर इस प्लान की सबसे अच्छी बात यहा है कि इस में कमपनी को कुछ भी पे नहीं करना है. यह पूरी तरहे से एंप्लोइपेंट मोडल है. कमपनी को बस हमारे इस अफर को इंटरनली इमेल के च्रुब रमोट करना होगा. समभावित ग्राहक राकेश अच्छा. यानी कमपनी की तरफ से कोई दिरेक्ट फ्रिनाँच्छल लायएबिलिती नहीं है. भिक्री प्रतिनिदी किरन बilkool नहीं सर. कमपनी का बजट जीरो रहेगा. बस आपके करमचारियों को आपकी अईडी दिखाने पर यह भारी डिस्काूंट मिल जाएगा. समभावित ग्राहक राकेश फिर तो कोई दिक्कत ही नहीं है. आप मुझे इस आमप्लोईपेंट मोडल का कूपन्कोर और इमेल का डाफ्ट भेज दीजीए. मैं इसे आज ही अपने अंटरनल पोर्टल पर डल्वा देता हूँ. भिक्री प्रतिनिदी किरन बहुत-भहुत दन्यवाध सर. मैं तुरंट सारी दितेल्स आपके वाट सेप और इमेल पर शेएर कर रही हूँ. अंत विवरन अबजेक्ष्शन बजज़ इश्व, बजजट की समस्या, जिसे कोरपोरेट मोडल से सुझजाया गया. सेंटिमेंट पोजटिव सकारात्मक रिस्क लेवल ख्लो कम.",hi,0,42.7
CALL-1029,call_18.mp3,hindi,"समवाद 18, call 18, उदास, माली, bulk SMS & WhatsApp API, bulk SMS WhatsApp API. लेंठ नाउ एकस चेंज. भिकरी प्रतिनदि, विकास नमस्ते सर, मैं टेक्स ट्रेंफो से विकास बात कर रहा हू. क्या मेरी बात प्रावल एजन्सी के उनर सुमित जी से हो रही है? समभावित ग्राहक सुमित हा, सुमित बोल रहा हू. कही ए विकास जी, प्रावल एजन्सी के रिगार्टिंग क्या काम है? भिकरी प्रतिनदि, विकास सुमित सर, आपकी एजन्सी ग्राहकों को टिक्कत और टूर पैकेज बेज्ती होगी. हमारी वाड से प्रिसनिस आप्याई से आप एक खिलिक में हाजारों ग्राहकों को उनके आम के साथ, अफर्स और टिक्कत अटोमेटिक्ली बेज्ते है. समभावित ग्राहक सुमित सुमित जी, तूल तो अच्छा है. पर आजकल वाड से पर बहुत जल्दी नमबर ब्लोक हो जाते है. मरकेट में कई प्रोवाइटर्स के सर्वर डाउन रहते है. हम कैसे मान ले की आपका सिस्तम रेलाईबल है. बिक्री प्रतिनदी विकास सर आपकी चिन्ता बिल्कुल सही है, कियोंकी अन्फिष्यल तूल्स से नमबर ब्लोक होते है. लेकिन हम मेता मेता के अफिष्यल पार्टनर है. हमारा अप्ताई निन्यानवे दशमलव 9% है और आपको ग्रीं तिक मिलने में भी मडड़ मिलेगी. समबहावित ग्राहक सुमित अफिष्यल है तो टीक है, पर फिर भी बिना टेस्ट किये मैं इस पर बड़ा आमावत नहीं लगा सकता. मुझे पहले इसका परफरमिन्स देखना होगा. भिक्री प्रत्नदि विकास सर मैं आपको एक सो फ्री क्रेटिट्स के साथ एक तेस्ट अकाूंट बना देता हूँ. आप खुद अपने नमबर पर मैसेज बेज कर इसकी स्पीड और डिलीवरी रिपोर्ट चेख कर लिजिये. समबहावित ग्राहक सुमिठा यह थीक रहेगा. आप मुझे टेस्ट अकाूंट का लिँक और क्रेटेंशियल्स वाट सेप कर दीजीए. मैं कल फ्री होकर इसे चेख करूंगा फिर आपको बताता हूँ. दिक्री प्रतिनदी विकास जी निष्चित रूप से सर मैं तुर्थ लिंक शेएर करता हूँ. दन्यवाद, अंत विवरन, अबजेक्ष्ष्ट खंसरन बता टेकनिकल रिलायगिलेटी, विष्वस नियता और नमबर भ्लोक होने की चिन्ता. संटिमन्त नौटरल तटष्ट रिस्क लेवल्ख लो खम",hi,0,47.5
CALL-1030,call_19.mp3,hindi,"समवाद उन्नीस, काल उन्नीस, उदास, समाईली अड़्ट्रील, वाटर, प्यूरी फायर, अड़्ट्रील, रोप्लान्त. लेंथ नाउ एक्स चेंज बिक्री प्रतिनिदी, पवन नमसकार सर, मैं एक्वा प्योर कमर्शियल से पवन बात कर रहा हूँ. क्या मेरी बात टेक्सटाईल मिलके उनर आनन्द जी से हो रही है? सम्हावित ग्राहक आनन्दा, आनन्द बोल रहा हूँ. कही ए पवन जी क्या बात है? बिक्री प्रतिनिदी, पवन आनन्द सर, आपकी टेक्सटाईल मिलके लिए हमारे पास हाई कापैसिती अंड्ट्रियल आरो प्लाड्ट है. जो पानी के TDS, TLS को कंट्रोल करके आपकी मशीनो की लाइप बड़ा देंगे, और कपडों की डाएंग कौलिती बहतर करेंगे. सम्हावित ग्राहक, आनन्द पवन जी, हमारे यहा आल्रेटी एक लोकल वंडर का आरो प्लाड्ट लगा हूँँ है, अर वो हर महीने आखर सर्विसिंग भी कर जाता है. तो अभी नया प्लाड्ट लगाने का कोई मतलब नहीं बनता. भिक्री प्रतिनदी, पवन सर, लोकल प्लाड्ट स में भिजली की कबपत बहुत जयादा होती है, और पानी भी बहुत वेस्ट होता है. हमारा नया पाँच श्टार लेटेट प्लाड्ट आप की भिजली का भील 30% कम कर देगा. समबहावित ग्राहक, आनन्द देखो भाई, भिजली का भील जो भी आडा है, हम उसे मैनेच कर रहे है. अभी हमारा उस वेडर के साथ पुराना संबंद है, तो हम उसे आचानक नहीं हथा सकते. अभी इसकी कोई जरुरत नहीं है. बिक्री प्रतिनदी पवन सर मैं हथाने को नहीं कहरा. बस एक बार हमारे अंजिनिरस को आखर पानी की फ्री टेस्टिन करने का मुअका देए. समहावित ग्राहक आनन्द नहीं पवन जी मैंने एक बार साथ कह दिया की हमें अभी कोई रुची नहीं है. जब जरुरत होगी तो देख लेंगे. अभी आप फों रक सकते है. मैं थोडा विस्त हूँ. भिक्री प्रतिनदि, पवन थीक है सर अपना समय देने के लिए दन्यवाद. अंत विवरन, अबज्च्छन इग्सिस्टिंच शर विस्प वाइडर, वर्तमान सेवा प्रदाता बता विक्तिगत समबनद. संटिमेंत नेगेटिव नकारात्मक. रिस्ख लेवल, हाई उच्च्च्च्च्.",hi,0,52.1
CALL-1031,call_2.mp3,hindi,"ॐौl 2 ौk Digital Marketing Services, Digital Marketing Services ौ ौs ौmwad Dialogue Length Nine Exchanges ौs ौsp ौrseant ौnja Growth Drive Digital ौgrhok Rahul Bhutik Onar ौb aath cheet ौnja Namaste sir, मैं Growth Drive Digital से बात कर रही हूं अग, मेरी बात रहुड जी से हो रही है? ौr- Bhut- Raful ौs ौnja Namaskar, हा मैं रहौl बोल रहा हूं कहीए, नहां राहुल जी हम ने आपकी बुटीक की वेपसाइत देखी, हम आपकी औनलाईन बिक्री को सोषल मेड्या विध्यापनो के जर्ये दोगुना करने में मददत कर सकते हैं. राहुल दन्यवाड नेहाजी, लेकिन हम पहले से ही एक लोकल एजन्सी के साथ काम कर रही हैं. वे हमारा सारा काम देख रही हैं. नेहाच यह तो बहुत अच्छी बात है, सर, अप भी वेबसाइत के कनवर्टर लेट और अप इन्स्टाक्राम रील्स पर भी काम कर रही हैं. राहुल रहा वे पोस्ट डालते रहे हैं. वैसे भी हम उनके काम से थीक ठाख सन्तुष्त हैं, तो अभी बडलने का कोई अरादा नहीं है. नहाँ भी ल्कुल सर मैं बडलने को नहीं कह रही. हम बस एक फ्री अड़ेट बाँड बना कर देंगे, जिस से आप आप अपनी मोजुदा एजन्सी का परफरमेंस चेख कर सकें. इसके लिए कोई शुल्क नहीं है. रहुल फ्री रिपोट है, तो आप बहेज दीजे. मेरी एमेल अईटी नोट कर लिजिए, rha.bolutqui8emayel.com. पर मुझे फों दोबारा मत कर येगा, मैं खुड देख लुँँँँँँँँँँँ. नहाए जी दन्यवाद रहुल जी, मैं शाम तक लिएमेल कर दूंगी. आपका दिन शुग हो. अबजक्षन इगसिस्टिंच सर्विस प्रवाइडर, वर्त्मान सेवाप्रदाता. सेंटिमन्त नुट्रल, तटस्त. रिस्क लेवल, मेट्यम, मद्यम.",hi,0,51.2
CALL-1032,call_20.mp3,hindi,"सम्वाद-BIS, call-bis, udaas, smali-fleet insurance, and asset-tracking, fleet insurance solutions. लेंट-duss exchange बिक्री प्रतिनेदि, आर्थी नमसकार सर, मैं भारत इंशौरंज से आर्थि बात कर रही हु. कया मेरी बात लोगिस्टिक्स डिरेक्टर गुर्मीट जी से हूरही है? समभावित ग्राहक गुर्मीत हाजी सक्ष्री अकाल गुर्मीत बोल रहा हूँ दस्सो जी की गल लहे बिक्री प्रतिनदी आर्ती गुर्मीत जी आपकी कमपनी के पास जो पचास से जाडा कमर्षिल गाड्या है उनके लिये हमारे पास एक कमबाईड फ्लीट इंशौरंस प्लान है इस में आपको अप अप इंडविज्वल प्लिसीज के मुकाभले प्ट्चीज प्र्षेंट कम प्रीम्यम देना होगा समभावित ग्राहक गुर्मीत प्लान तो आपका काफी अप आपको प्लीट बाईदे मंड लग रहा है किंकि हर गाडी का अलग इंशौरंस मैनेच करना हमारे लीभी बहुत सिर्दर्ट का काम है लेकिन मैं इस पर अकेले फैस्ला नहीं ले सकता हमारे बोर्ड के जो फाइनेंस देरेक्टर है बिकरी प्रतिनदी आरती बिल्कुल गुर्मीच सर इतने बड़े फ्लीट के लिए फैनेच दिपार्ट्मेंट की मनजुरी बहुत आवश्षक है मैं आपके फैनेच देरेक्टर के लिए एक दितेड खुस्ड बेनिफिट एनालिसिस शीट अप प्रपोँजल में यह साफ साफ लिख देना की हम सालाना कितना पैसा बचापाएंगे हमारी बोर्ड मीटिंग इस फ्राइडे को होनेवाली है मैं इसे एजैंडा में रख्वादुंगा बिकरी प्रतिनदी आरती बहुत अच्छा सर अप प्रपोँजल में यह साफ साफ लिख देना की हम सालाना कितना पैसा बचापाएंगे हमारी बोर्ड मीटिंग इस फ्राइडे को होनेवाली है मैं इसे एजैंडा में रख्वादुँगा बिकरी प्रतिनदी आरती बहुत अच्छा सर मैं आज शाम तक ही पुरा कमपैरिजन चार्ट और प्रपोँजल आपकी इमेल पर सेंड कर दुँँगी क्या मैं साटरटे को मीटिंग के बाड आपको फ्रोड़ोट काल कर सकती हूं समबावित ग्राहक गुर्मीथ हा बिलकुल साटरटे दो पहर को 12 बजे के बाड आप मुझे कुल कर लेना तब तक मुझे बोड़ का डिसीजन पता चल जाएगा बिक्री प्रतिनदी आरती बहुत-भहुत द्श्वाद गुर्मीथ सर आपका दिन शुभ हो साटरटे दो पहर को 12 बजे के बाड आप मुझे कुल कर लेना तब तक मुझे बोड़ का डिसीजन पता चल जाएगा बिक्री प्रतिनदी आरती बहुत-भहुत द्श्वाद गुर्मीथ सर आपका दिन शुभ हो समबावित ग्राहक गुर्मीथ ख्यु बेटा संटिमन्त पोजटेव सकारात्मक रिस्क लेवल ख्लो खम",hi,0,67.8
CALL-1033,call_3.mp3,hindi,"कौल 3 करपोरेत हेल्टिन्सौर्रेंस, करपोरेत हेल्टिन्सौर्रेंस, समवाद डायालोग लंत नाु ऐक्स्छेँझुज़। सेल्स पर्सन विक्रम, सुरक्षा लाइप, ग्राहक, विकास, एचर मनेजर। बाद्चीत विक्रम नमस्कार सर, मैं सुरक्षा लाइव से विक्रम बात कर रहा हूँ. क्या मेरी बात एच्रार मैनेजर विकास जी से हो रही है? विकास, हा विकास बोल रहा हूँ. कही ए विक्रम जी, किस सिलसिले में फोंन किया है? विक्रम सर आपकी कमपनी के करमचारियों के लिये हमारे पास एक बहतरीं ग्रुप हेल्त इंश्झोरन्स प्लान है, जिस में मैटरनिती और पहले दिन से बीमारिया कवर है. विकास प्लान तो थीक है, लेकिन असी बहुत सी कमपनिया फोंन करती है. बाद में जब ख्लें सेटल्मेंट की बात आती है, तो हाथ कडे कर देती हैं. बाजार में नहीं कमपनियों पर भरोसा करना मुष्किल है. विक्रम सर आपका दर बिलकुल जायस है. लेकिन हमारी कमपनिय का ख्लें सेटल्मेंट रेशियो निन्यानवे दशम लव 2% है, जो अप अप अप अप यहाँ नहीं सबसे बहतर है. हम अप आपका डी आई से पुरी तर है रजिस्टरद है. विक्यास वो तो सब छायिक है, पर काग्जी डावोव और realistically में फरक होता है. मिरे पास पहले भी एक कमपनी काख्र अनुबहव रहा है. विक्रम सर मैं आपको आब की ही अंडिस्टरी के तीन बड़े ख्लाईंस के रेट्रेंस दे सकता हूं अप उन्दे थी बाद कर सकते हैं. विकास्त नहीं भाई, मुझे इन सब जंज्टो में नहीं पडना है. हमारी वर्त्मान पोलिसी ही सही है, हम कोई रिस्क नहीं लेना चाहते. दन्यवाद फों रख्ये. विक्रम थीख है सर शमय देने के लिए धन्यवाद. विक्रम थीख है सर शमय देने के लिए दन्यवाद. अबजक्षन त्रस्ट कनसरन विष्वास की कमी. संटिमेंत नेगेटेव नकारात्मक. रिस्क लवल, हाई उच्छट.",hi,0,77.2
CALL-1034,call_4.mp3,hindi,"कौल 4 अपूस इवंटरी सपलाई अपूस इवंटरी सपलाईす. समवाद द्यालोग लं� tha नाँ एकष्टेझजईs. सल्स पर सन रोहन ौप्ठिस दीपो क्राहग न सूनीता परच्द हेज हेज. भाछ चीत। रोहन, गुड मुरनिं, मैं अफिस दिपोषे रोहन बात कर रहा हूं. क्या मेरी बात पर चेज हैज, सुनीता जी से हो रही है? सुनीता हा, मैं सुनीता बोल रही हूं. बताये रोहन जी. रोहन, मैंग, हम करपोरेट, अफिस, स्टेशनरी, और हाँस्कीपिं, मतेरिल के थोग सपलायर है. हम बाजार से पन्दरह परसेंट कम डामो पर सीधे अफिस में डिलीगरी देते हैं. सुनीता आप की कींतें और कैतलोक तो अच्छे लग रहे हैं. लेकिन मैं अकेले इस पर फैसला नहीं ले सकती. इसके लिए मुझे अपने फाइनेंस देरेक्टर और मैनज्मेंट से मनजुरी लेनी होगी. रोहन बिलकुल मैंग, करपोरेट में यह प्रक्रिया स्वाभाबिक है. मैं आपके मैंज्मेंट के लिए एक कस्टमाइज्ल प्रपोदल और कोतेशन बनाकर भेज देता हूँ, जिस से आपको मनजुरी मिलने में आसानी होगी. सूनीता हा, यह सही रहेगा. आप मुझे पूरा प्रपोदल इमेल कर दीजीए. हमारी अगली मीटिंग अगले हबते की भुद्वार को है, मैं उस में यह मुद्दार रहूंगी. रोहन बहुत बड़िया मैं. मैं आज ही इमेल कर देता हूँ. क्या मैं मीटिंग के बाद, यानी गुरुवार को आप को फुलोप के लिए फुन कर सकता हूँ. अबज्च्छन नीद अप्रुवल फ्रुम मैंज्विन्ट प्रबंद्धम से मन्जूरी की आवश्षकता. संटिमिंट पोजटिव सकारात्मक. रिस्क लेवल ख्लो कम.",hi,0,46.2
